,#,L/R,External,TFlight,TContact,TStep,Elevation,Pace[step/s],Pace[step/m],Step,Speed,Acc,Split,StepAngle,Imbalance,Distance,Stride,StrideTime\Cycle,SingleSupport,SingleSupport%,TotalDoubleSupport,TotalDoubleSupport%,TStance,TStance%,TSwing,TSwing%,ContactPhase,ContactPhase%,FootFlat,FootFlat%,PropulsivePhase,PropulsivePhase%,LoadResponse,LoadResponse%,PreSwing,PreSwing%,TFlightPerc,TContactPerc,AbsoluteValue
168,168,L,,,0.885,0.588,,,98.85,56,1,-0.02,125.175,,,13441,122,1.214,0.36,29.4,0.525,42.8,0.885,72.2,0.345,28.4,0.155,17.5,0.565,63.8,0.165,18.7,0.287,23.4,0.238,19.4,,72.2,128842
169,169,R,,,0.845,0.647,,,97.17,67,1,0,125.822,,2.825,13507,123,1.235,0.341,28.3,0.504,41.8,0.845,70,0.36,29.1,0.169,20,0.504,59.6,0.172,20.4,0.238,19.7,0.266,22,,70,129489
170,170,L,,,0.87,0.579,,,97.88,59,1.03,0.01,126.401,,,13567,126,1.226,0.362,29.3,0.508,41.1,0.87,70.4,0.341,27.8,0.137,15.7,0.57,65.5,0.163,18.8,0.266,21.5,0.242,19.6,,70.4,130068
171,171,R,,,0.875,0.628,,,99.42,66,1.04,0,127.029,,1.149,13632,125,1.207,0.366,30.5,0.509,42.4,0.875,72.9,0.362,30,0.171,19.5,0.508,58.1,0.196,22.4,0.242,20.1,0.267,22.2,,72.9,130696
172,172,L,,,0.86,0.608,,,97.09,63,1.04,0,127.637,,,13695,129,1.236,0.326,26.6,0.534,43.6,0.86,70.3,0.366,29.6,0.188,21.9,0.49,57,0.182,21.1,0.267,21.8,0.267,21.8,,70.3,131304
173,173,R,,,0.878,0.593,,,99.92,58,1.01,-0.01,128.23,,-1.919,13753,121,1.201,0.364,30.1,0.514,42.5,0.878,72.6,0.326,27.1,0.149,17,0.546,62.2,0.183,20.8,0.267,22.1,0.247,20.4,,72.6,131897
174,174,L,,,0.845,0.631,,,98.04,67,1.02,0.01,128.861,,,13820,125,1.224,0.332,28,0.513,43.2,0.845,71.2,0.364,29.7,0.145,17.2,0.517,61.2,0.183,21.6,0.247,20.8,0.266,22.4,,71.2,132528
175,175,R,,,0.888,0.579,,,99.17,60,1.05,0.01,129.44,,-4.497,13880,127,1.21,0.342,27.2,0.546,43.4,0.888,70.5,0.332,27.4,0.146,16.4,0.556,62.6,0.186,21,0.266,21.1,0.28,22.2,,70.5,133107
176,176,L,,,0.891,0.608,,,101.1,63,1.04,-0.01,130.048,,,13943,123,1.187,0.371,30,0.52,42.1,0.891,72.1,0.342,28.8,0.144,16.2,0.585,65.7,0.162,18.1,0.28,22.7,0.24,19.4,,72.1,133715
177,177,R,,,0.863,0.651,,,95.31,65,1.02,-0.01,130.699,,1.74,14008,128,1.259,0.345,28.9,0.518,43.3,0.863,72.2,0.371,29.5,0.156,18.1,0.512,59.3,0.195,22.6,0.24,20.1,0.278,23.3,,72.2,134366
178,178,L,,,0.863,0.585,,,97.09,60,1.01,0,131.284,,,14068,125,1.236,0.332,28,0.531,44.8,0.863,72.9,0.345,27.9,0.163,18.9,0.512,59.3,0.188,21.8,0.278,23.5,0.253,21.4,,72.9,134951
179,179,R,,,0.851,0.61,,,100.42,61,1.01,0,131.894,,0.695,14130,121,1.195,0.321,27.2,0.53,44.9,0.851,72.1,0.332,27.8,0.151,17.7,0.488,57.3,0.212,25,0.253,21.4,0.277,23.5,,72.1,135561
180,180,L,,,0.857,0.574,,,101.35,60,1.02,0,132.468,,,14190,121,1.184,0.329,26.6,0.528,42.7,0.857,69.3,0.321,27.1,0.137,16,0.56,65.3,0.16,18.7,0.277,22.4,0.251,20.3,,69.3,136135
181,181,R,,,0.884,0.606,,,101.69,65,1.06,0.02,133.074,,-1.225,14255,125,1.18,0.379,30.4,0.505,40.5,0.884,70.9,0.329,27.9,0.149,16.9,0.547,61.9,0.188,21.2,0.251,20.1,0.254,20.4,,70.9,136741
182,182,L,,,0.848,0.63,,,97.09,67,1.07,0,133.704,,,14321,132,1.236,0.362,29.5,0.486,39.5,0.848,69,0.379,30.7,0.172,20.3,0.506,59.7,0.17,20,0.254,20.7,0.232,18.9,,69,137371
183,183,R,,,0.862,0.616,,,96.31,63,1.04,-0.01,134.32,,-2.948,14384,130,1.246,0.381,31.5,0.481,39.7,0.862,71.2,0.362,29.1,0.148,17.2,0.53,61.5,0.184,21.3,0.232,19.2,0.249,20.6,,71.2,137987
184,184,L,,,0.852,0.613,,,97.64,63,1.03,-0.01,134.933,,,14446,126,1.229,0.349,29.7,0.503,42.8,0.852,72.5,0.381,31,0.179,21,0.493,57.9,0.18,21.1,0.249,21.2,0.254,21.6,,72.5,138600
185,185,R,,,0.858,0.598,,,99.09,61,1.02,0,135.531,,-0.939,14508,124,1.211,0.323,27,0.535,44.7,0.858,71.6,0.349,28.8,0.174,20.3,0.5,58.3,0.184,21.4,0.254,21.2,0.281,23.5,,71.6,139198
186,186,L,,,0.878,0.577,,,102.13,55,0.99,-0.02,136.108,,,14563,116,1.175,0.34,26.9,0.538,42.6,0.878,69.5,0.323,27.5,0.148,16.9,0.535,60.9,0.195,22.2,0.281,22.2,0.257,20.3,,69.5,139775
187,187,R,,,0.882,0.621,,,100.17,64,0.99,0,136.729,,0.911,14627,119,1.198,0.386,32.4,0.496,41.6,0.882,74,0.34,28.4,0.136,15.4,0.544,61.7,0.202,22.9,0.257,21.6,0.239,20.1,,74,140396
188,188,L,,,0.81,0.643,,,94.94,67,1.04,0.02,137.372,,,14693,131,1.264,0.31,27.8,0.5,44.8,0.81,72.6,0.386,30.5,0.137,16.9,0.503,62.1,0.17,21,0.239,21.4,0.261,23.4,,72.6,141039
189,189,R,,,0.85,0.549,,,100.67,57,1.04,0,137.921,,-6.914,14751,124,1.192,0.305,25.6,0.545,45.7,0.85,71.3,0.31,26,0.136,16,0.523,61.5,0.191,22.5,0.261,21.9,0.284,23.8,,71.3,141588
190,190,L,,,0.849,0.566,,,107.62,63,1.08,0.02,138.487,,,14813,120,1.115,0.342,29.7,0.507,44.1,0.849,73.8,0.305,27.4,0.15,17.7,0.529,62.3,0.17,20,0.284,24.7,0.223,19.4,,73.8,142154
191,191,R,,,0.825,0.626,,,100.67,67,1.09,0.01,139.113,,1.355,14880,130,1.192,0.301,26.2,0.524,45.6,0.825,71.9,0.342,28.7,0.118,14.3,0.513,62.2,0.194,23.5,0.223,19.4,0.301,26.2,,71.9,142780
192,192,L,,,0.893,0.524,,,104.35,54,1.05,-0.02,139.637,,,14934,121,1.15,0.323,26.2,0.57,46.2,0.893,72.4,0.301,26.2,0.145,16.2,0.557,62.4,0.191,21.4,0.301,24.4,0.269,21.8,,72.4,143304
193,193,R,,,0.902,0.624,,,104.53,66,1.05,0,140.261,,3.303,15000,120,1.148,0.34,27.8,0.562,45.9,0.902,73.6,0.323,28.1,0.143,15.9,0.565,62.6,0.194,21.5,0.269,22,0.293,23.9,,73.6,143928
194,194,L,,,0.864,0.609,,,97.32,60,1.02,-0.01,140.87,,,15060,126,1.233,0.323,26.2,0.541,43.9,0.864,70.2,0.34,27.6,0.141,16.3,0.564,65.3,0.159,18.4,0.293,23.8,0.248,20.1,,70.2,144537
195,195,R,,,0.865,0.616,,,97.96,63,1,-0.01,141.486,,-2.257,15123,123,1.225,0.367,30.4,0.498,41.2,0.865,71.6,0.323,26.4,0.15,17.3,0.51,59,0.205,23.7,0.248,20.5,0.25,20.7,,71.6,145153
196,196,L,,,0.857,0.615,,,97.48,67,1.06,0.02,142.101,,,15189,130,1.231,0.343,28.2,0.514,42.2,0.857,70.4,0.367,29.8,0.175,20.4,0.517,60.3,0.165,19.3,0.25,20.5,0.264,21.7,,70.4,145768
197,197,R,,,0.9,0.593,,,99.34,58,1.03,-0.01,142.694,,-2.975,15248,125,1.208,0.361,29.2,0.539,43.6,0.9,72.8,0.343,28.4,0.167,18.6,0.522,58,0.211,23.4,0.264,21.3,0.275,22.2,,72.8,146361
198,198,L,,,0.865,0.625,,,98.52,63,0.99,-0.02,143.319,,,15310,121,1.218,0.337,27.8,0.528,43.6,0.865,71.4,0.361,29.6,0.151,17.5,0.529,61.2,0.185,21.3,0.275,22.7,0.253,20.9,,71.4,146986
199,199,R,,,0.883,0.612,,,97.01,60,0.99,0,143.931,,-3.064,15371,123,1.237,0.347,28.3,0.536,43.6,0.883,71.9,0.337,27.2,0.162,18.3,0.515,58.3,0.206,23.4,0.253,20.6,0.283,23,,71.9,147598
